Origin,Target,Type,Number of Connections,Neurotransmitter
RMDDL,RMDVL,GapJunction,1,Generic_GJ
RMDDL,RMDVR,Send,7,Acetylcholine
RMDDL,SMDDL,GapJunction,1,Generic_GJ
RMDDR,OLQVR,GapJunction,1,Generic_GJ
RMDDR,RMDVL,Send,12,Acetylcholine
RMDDR,RMDVR,GapJunction,1,Generic_GJ
RMDDR,SAADR,GapJunction,1,Generic_GJ
RMDDR,SMDDR,GapJunction,1,Generic_GJ
RMDDR,URYDL,Send,1,Acetylcholine
RMDL,OLLR,Send,2,Acetylcholine
RMDL,RIAL,Send,4,Acetylcholine
RMDL,RIAR,Send,3,Acetylcholine
RMDL,RMDDL,GapJunction,1,Generic_GJ
RMDL,RMDDR,Send,1,Acetylcholine
RMDL,RMDR,Send,3,Acetylcholine
RMDL,RMDVL,GapJunction,1,Generic_GJ
RMDL,RMER,Send,1,Acetylcholine
RMDL,RMFL,Send,1,Acetylcholine
RMDR,AVKL,Send,1,Acetylcholine
RMDR,RIAL,Send,3,Acetylcholine
RMDR,RIAR,Send,7,Acetylcholine
RMDR,RIMR,Send,2,Acetylcholine
RMDR,RIS,Send,1,Acetylcholine
RMDR,RMDDL,Send,1,Acetylcholine
RMDR,RMDL,Send,1,Acetylcholine
RMDR,RMDVR,GapJunction,1,Generic_GJ
RMDVL,AVER,GapJunction,1,Generic_GJ
RMDVL,OLQDL,GapJunction,1,Generic_GJ
RMDVL,RMDDL,GapJunction,1,Generic_GJ
RMDVL,RMDDR,Send,6,Acetylcholine
RMDVL,RMDL,GapJunction,1,Generic_GJ
RMDVL,RMDVR,GapJunction,1,Generic_GJ
RMDVL,SAAVL,GapJunction,1,Generic_GJ
RMDVL,SMDVL,GapJunction,1,Generic_GJ
RMDVR,AVEL,GapJunction,1,Generic_GJ
RMDVR,AVER,GapJunction,1,Generic_GJ
RMDVR,OLQDR,GapJunction,1,Generic_GJ
RMDVR,RMDDL,Send,4,Acetylcholine
RMDVR,RMDDR,GapJunction,1,Generic_GJ
RMDVR,RMDR,GapJunction,1,Generic_GJ
RMDVR,RMDVL,GapJunction,1,Generic_GJ
RMDVR,SAAVR,GapJunction,1,Generic_GJ
RMDVR,SIBDR,Send,1,Acetylcholine
RMDVR,SIBVR,Send,1,Acetylcholine
RMDVR,SMDVR,GapJunction,1,Generic_GJ
RMED,IL1VL,GapJunction,1,Generic_GJ
RMED,RIBL,Send,1,GABA
RMED,RIBR,Send,1,GABA
RMED,RIPL,GapJunction,1,Generic_GJ
RMED,RIPR,GapJunction,1,Generic_GJ
RMED,RMEV,GapJunction,2,Generic_GJ
RMEL,RIGL,GapJunction,1,Generic_GJ
RMEL,RMEV,GapJunction,1,Generic_GJ
RMER,RMEV,GapJunction,1,Generic_GJ
RMEV,AVEL,GapJunction,1,Generic_GJ
RMEV,AVER,GapJunction,1,Generic_GJ
RMEV,IL1DL,GapJunction,1,Generic_GJ
RMEV,IL1DR,GapJunction,1,Generic_GJ
RMEV,RMED,GapJunction,2,Generic_GJ
RMEV,RMEL,GapJunction,1,Generic_GJ
RMEV,RMER,GapJunction,1,Generic_GJ
RMEV,SMDDR,Send,1,GABA
RMFL,AVKL,Send,4,Glutamate
RMFL,AVKR,Send,4,Glutamate
RMFL,PVT,Send,1,Glutamate
RMFL,RIGR,Send,1,Glutamate
RMFL,RMDR,Send,3,Glutamate
RMFL,RMGR,Send,1,Glutamate
RMFL,URBR,GapJunction,1,Generic_GJ
RMFR,AVKL,Send,3,Glutamate
RMFR,AVKR,Send,3,Glutamate
RMFR,RMDL,Send,2,Glutamate
RMGL,ADAL,Send,1,FMRFamide
RMGL,ADLL,GapJunction,1,Generic_GJ
RMGL,AIBR,Send,1,FMRFamide
RMGL,ALML,Send,1,FMRFamide
RMGL,ALNL,Send,1,FMRFamide
RMGL,ASHL,GapJunction,1,Generic_GJ
RMGL,ASHL,Send,1,FMRFamide
RMGL,ASKL,GapJunction,1,Generic_GJ
RMGL,AVAL,Send,1,FMRFamide
RMGL,AVBR,Send,2,FMRFamide
RMGL,AVEL,Send,2,FMRFamide
RMGL,AWBL,GapJunction,1,Generic_GJ
RMGL,CEPDL,Send,1,FMRFamide
RMGL,IL2L,GapJunction,1,Generic_GJ
RMGL,RID,Send,1,FMRFamide
RMGL,RMDL,Send,1,FMRFamide
RMGL,RMDR,Send,3,FMRFamide
RMGL,RMDVL,Send,3,FMRFamide
RMGL,RMHL,GapJunction,3,Generic_GJ
RMGL,RMHR,Send,1,FMRFamide
RMGL,SIAVL,Send,1,FMRFamide
RMGL,SIBVL,Send,2,FMRFamide
RMGL,SIBVR,Send,1,FMRFamide
RMGL,SMBVL,Send,1,FMRFamide
RMGL,URXL,Send,1,FMRFamide
RMGL,URXL,GapJunction,1,Generic_GJ
RMGR,ADAR,Send,1,FMRFamide
RMGR,AIMR,Send,1,FMRFamide
RMGR,ALNR,Send,1,FMRFamide
RMGR,ASHR,GapJunction,1,Generic_GJ
RMGR,ASHR,Send,1,FMRFamide
RMGR,ASKR,GapJunction,1,Generic_GJ
RMGR,AVAR,Send,1,FMRFamide
RMGR,AVBR,Send,1,FMRFamide
RMGR,AVDL,Send,1,FMRFamide
RMGR,AVER,Send,3,FMRFamide
RMGR,AVJL,Send,1,FMRFamide
RMGR,AWBR,GapJunction,1,Generic_GJ
RMGR,IL2R,GapJunction,1,Generic_GJ
RMGR,RIR,Send,1,FMRFamide
RMGR,RMDL,Send,4,FMRFamide
RMGR,RMDR,Send,2,FMRFamide
RMGR,RMDVR,Send,5,FMRFamide
RMGR,RMHR,GapJunction,1,Generic_GJ
RMGR,URXR,Send,1,FMRFamide
RMGR,URXR,GapJunction,1,Generic_GJ
RMHL,RMDR,Send,1,Glutamate
RMHL,RMGL,GapJunction,3,Generic_GJ
RMHL,SIBVR,GapJunction,1,Generic_GJ
RMHR,RMER,Send,1,Glutamate
RMHR,RMGL,Send,1,Glutamate
RMHR,RMGR,GapJunction,1,Generic_GJ
SAADL,AIBL,Send,1,Acetylcholine
SAADL,AVAL,Send,6,Acetylcholine
SAADL,RIML,Send,3,Acetylcholine
SAADL,RIMR,Send,6,Acetylcholine
SAADL,RMGR,Send,1,Acetylcholine
SAADL,SMBDL,GapJunction,1,Generic_GJ
SAADR,AIBR,Send,1,Acetylcholine
SAADR,AVAR,Send,3,Acetylcholine
SAADR,OLLL,Send,1,Acetylcholine
SAADR,RIML,Send,4,Acetylcholine
SAADR,RIMR,Send,5,Acetylcholine
SAADR,RMDDR,GapJunction,1,Generic_GJ
SAADR,RMFL,Send,1,Acetylcholine
SAADR,RMGL,Send,1,Acetylcholine
SAAVL,AIBL,Send,1,Acetylcholine
SAAVL,ALNL,Send,1,Acetylcholine
SAAVL,AVAL,Send,17,Acetylcholine
SAAVL,OLLR,Send,1,Acetylcholine
SAAVL,RIML,Send,2,Acetylcholine
SAAVL,RIMR,Send,12,Acetylcholine
SAAVL,RMDVL,GapJunction,1,Generic_GJ
SAAVL,RMFR,Send,2,Acetylcholine
SAAVL,SMBVR,GapJunction,3,Generic_GJ
SAAVL,SMDDR,Send,8,Acetylcholine
SAAVR,AVAR,Send,13,Acetylcholine
SAAVR,RIML,Send,5,Acetylcholine
SAAVR,RIMR,Send,2,Acetylcholine
SAAVR,RMDVR,GapJunction,1,Generic_GJ
SAAVR,SMBVL,GapJunction,2,Generic_GJ
SAAVR,SMDDL,Send,6,Acetylcholine
SABD,AVAL,GapJunction,4,Generic_GJ
SABD,VA2,Send,1,Acetylcholine
SABD,VA2,GapJunction,3,Generic_GJ
SABD,VA3,GapJunction,2,Generic_GJ
SABD,VA4,GapJunction,1,Generic_GJ
SABVL,AVAR,GapJunction,3,Generic_GJ
SABVL,DA1,GapJunction,2,Generic_GJ
SABVL,DA2,GapJunction,1,Generic_GJ
SABVR,AVAL,GapJunction,1,Generic_GJ
SABVR,AVAR,GapJunction,1,Generic_GJ
SABVR,DA1,GapJunction,3,Generic_GJ
SDQL,AIBR,Send,1,Acetylcholine
SDQL,ALML,Send,1,Acetylcholine
SDQL,AVAL,Send,1,Acetylcholine
SDQL,AVAR,Send,3,Acetylcholine
SDQL,AVEL,Send,1,Acetylcholine
SDQL,FLPL,Send,1,Acetylcholine
SDQL,RICR,Send,1,Acetylcholine
SDQL,RIS,Send,3,Acetylcholine
SDQL,RMFL,Send,1,Acetylcholine
SDQL,SDQR,GapJunction,1,Generic_GJ
SDQR,ADLL,Send,1,Acetylcholine
SDQR,AIBL,Send,2,Acetylcholine
SDQR,AVAL,GapJunction,1,Generic_GJ
SDQR,AVAL,Send,2,Acetylcholine
SDQR,AVBL,GapJunction,1,Generic_GJ
SDQR,AVBL,Send,6,Acetylcholine
SDQR,AVBR,Send,4,Acetylcholine
SDQR,DVA,Send,3,Acetylcholine
SDQR,RICR,Send,1,Acetylcholine
SDQR,RIVL,GapJunction,2,Generic_GJ
SDQR,RIVR,GapJunction,2,Generic_GJ
SDQR,RMHL,Send,2,Acetylcholine
SDQR,RMHR,Send,1,Acetylcholine
SDQR,SDQL,GapJunction,1,Generic_GJ
SDQR,SIBVL,GapJunction,1,Generic_GJ
SIADL,RIBL,GapJunction,1,Generic_GJ
SIADR,RIBR,GapJunction,1,Generic_GJ
SIAVL,RIBL,GapJunction,1,Generic_GJ
SIAVR,RIBR,GapJunction,1,Generic_GJ
SIBDL,RIBL,GapJunction,1,Generic_GJ
SIBDL,SIBVL,GapJunction,1,Generic_GJ
SIBDR,AIML,GapJunction,1,Generic_GJ
SIBDR,RIBR,GapJunction,1,Generic_GJ
SIBDR,SIBVR,GapJunction,1,Generic_GJ
SIBVL,AVBL,GapJunction,1,Generic_GJ
SIBVL,AVBR,GapJunction,1,Generic_GJ
SIBVL,RIBL,GapJunction,1,Generic_GJ
SIBVL,SDQR,GapJunction,1,Generic_GJ
SIBVL,SIBDL,GapJunction,1,Generic_GJ
SIBVR,RIBL,GapJunction,1,Generic_GJ
SIBVR,RIBR,GapJunction,1,Generic_GJ
SIBVR,RMHL,GapJunction,1,Generic_GJ
SIBVR,SIBDR,GapJunction,1,Generic_GJ
SMBDL,AVAR,Send,1,Acetylcholine
SMBDL,AVKL,GapJunction,1,Generic_GJ
SMBDL,AVKR,GapJunction,1,Generic_GJ
SMBDL,RIBL,GapJunction,1,Generic_GJ
SMBDL,RMED,Send,3,Acetylcholine
SMBDL,SAADL,GapJunction,1,Generic_GJ
SMBDL,SAAVR,Send,1,Acetylcholine
SMBDR,ALNL,GapJunction,1,Generic_GJ
SMBDR,AVAL,Send,1,Acetylcholine
SMBDR,AVKL,GapJunction,1,Generic_GJ
SMBDR,AVKR,GapJunction,2,Generic_GJ
SMBDR,RIBR,GapJunction,1,Generic_GJ
SMBDR,RMED,Send,4,Acetylcholine
SMBDR,SAAVL,Send,3,Acetylcholine
SMBVL,PLNL,Send,1,Acetylcholine
SMBVL,RMEV,Send,5,Acetylcholine
SMBVL,SAADL,Send,3,Acetylcholine
SMBVL,SAAVR,GapJunction,2,Generic_GJ
SMBVR,AVKL,GapJunction,1,Generic_GJ
SMBVR,AVKR,GapJunction,1,Generic_GJ
SMBVR,RMEV,Send,3,Acetylcholine
SMBVR,SAADR,Send,4,Acetylcholine
SMBVR,SAAVL,GapJunction,3,Generic_GJ
SMDDL,RIAL,Send,1,Acetylcholine
SMDDL,RIAR,Send,1,Acetylcholine
SMDDL,RIBL,GapJunction,1,Generic_GJ
SMDDL,RIBR,GapJunction,1,Generic_GJ
SMDDL,RIS,GapJunction,1,Generic_GJ
SMDDL,RMDDL,GapJunction,1,Generic_GJ
SMDDL,SMDVR,Send,2,Acetylcholine
SMDDR,RIAL,Send,2,Acetylcholine
SMDDR,RIAR,Send,1,Acetylcholine
SMDDR,RIBR,GapJunction,1,Generic_GJ
SMDDR,RIS,GapJunction,1,Generic_GJ
SMDDR,RMDDR,GapJunction,1,Generic_GJ
SMDDR,VD1,GapJunction,1,Generic_GJ
SMDVL,PVR,Send,1,Acetylcholine
SMDVL,RIAL,Send,3,Acetylcholine
SMDVL,RIAR,Send,8,Acetylcholine
SMDVL,RIBR,GapJunction,2,Generic_GJ
SMDVL,RIS,GapJunction,1,Generic_GJ
SMDVL,RIVL,GapJunction,1,Generic_GJ
SMDVL,RIVL,Send,1,Acetylcholine
SMDVL,RMDDR,Send,1,Acetylcholine
SMDVL,RMDVL,GapJunction,1,Generic_GJ
SMDVL,SMDDR,Send,4,Acetylcholine
SMDVL,SMDVR,GapJunction,1,Generic_GJ
SMDVR,RIAL,Send,7,Acetylcholine
SMDVR,RIAR,Send,5,Acetylcholine
SMDVR,RIBL,GapJunction,2,Generic_GJ
SMDVR,RIVR,Send,1,Acetylcholine
SMDVR,RIVR,GapJunction,2,Generic_GJ
SMDVR,RMDDL,Send,1,Acetylcholine
SMDVR,RMDVR,GapJunction,1,Generic_GJ
SMDVR,SMDDL,Send,2,Acetylcholine
SMDVR,SMDVL,GapJunction,1,Generic_GJ
SMDVR,VB1,GapJunction,1,Generic_GJ
URADL,IL1DL,Send,2,Acetylcholine
URADL,RIPL,Send,3,Acetylcholine
URADL,RMEL,Send,1,Acetylcholine
URADR,IL1DR,Send,1,Acetylcholine
URADR,RIPR,Send,3,Acetylcholine
URADR,RMDVR,Send,1,Acetylcholine
URADR,RMED,Send,1,Acetylcholine
URADR,RMER,Send,1,Acetylcholine
URADR,URYDR,Send,1,Acetylcholine
URAVL,RIPL,Send,3,Acetylcholine
URAVL,RMEL,Send,1,Acetylcholine
URAVL,RMER,Send,1,Acetylcholine
URAVL,RMEV,Send,2,Acetylcholine
URAVR,IL1R,Send,1,Acetylcholine
URAVR,RIPR,Send,3,Acetylcholine
URAVR,RMDVL,Send,1,Acetylcholine
URAVR,RMER,Send,2,Acetylcholine
URAVR,RMEV,Send,2,Acetylcholine
URBL,AVBL,Send,1,Acetylcholine
URBL,CEPDL,Send,1,Acetylcholine
URBL,IL1L,Send,1,Acetylcholine
URBL,OLQDL,GapJunction,1,Generic_GJ
URBL,OLQVL,GapJunction,1,Generic_GJ
URBL,RICR,Send,1,Acetylcholine
URBL,RMDDR,Send,1,Acetylcholine
URBL,SIAVL,Send,1,Acetylcholine
URBL,SMBDR,Send,1,Acetylcholine
URBL,URXL,Send,2,Acetylcholine
URBR,ADAR,Send,1,Acetylcholine
URBR,AVBR,Send,1,Acetylcholine
URBR,CEPDR,Send,1,Acetylcholine
URBR,IL1R,Send,3,Acetylcholine
URBR,IL2R,Send,1,Acetylcholine
URBR,OLQDR,GapJunction,1,Generic_GJ
URBR,OLQVR,GapJunction,1,Generic_GJ
URBR,RICR,Send,1,Acetylcholine
URBR,RMDL,Send,1,Acetylcholine
URBR,RMDR,Send,1,Acetylcholine
URBR,RMFL,GapJunction,1,Generic_GJ
URBR,SIAVR,Send,2,Acetylcholine
URBR,SMBDL,Send,1,Acetylcholine
URBR,URXR,Send,6,Acetylcholine
URXL,ASHL,Send,1,Glutamate
URXL,AUAL,Send,5,Glutamate
URXL,AVBL,Send,1,Glutamate
URXL,AVEL,Send,4,Glutamate
URXL,AVJR,Send,1,Glutamate
URXL,RIAL,Send,8,Glutamate
URXL,RICL,Send,1,Glutamate
URXL,RIGL,Send,3,Glutamate
URXL,RMGL,GapJunction,1,Generic_GJ
URXL,RMGL,Send,2,Glutamate
URXR,AUAR,Send,4,Glutamate
URXR,AVBL,Send,1,Glutamate
URXR,AVBR,Send,2,Glutamate
URXR,AVER,Send,2,Glutamate
URXR,IL2R,GapJunction,1,Generic_GJ
URXR,OLQVR,Send,1,Glutamate
URXR,RIAR,Send,3,Glutamate
URXR,RIGR,Send,2,Glutamate
URXR,RIPR,Send,3,Glutamate
URXR,RMDR,Send,1,Glutamate
URXR,RMGR,GapJunction,1,Generic_GJ
URXR,RMGR,Send,1,Glutamate
URXR,SIAVR,Send,1,Glutamate
URYDL,AVAL,GapJunction,1,Generic_GJ
URYDL,AVER,Send,2,Glutamate
URYDL,RIBL,Send,1,Glutamate
URYDL,RIGL,GapJunction,1,Generic_GJ
URYDL,RMDDR,Send,4,Glutamate
URYDL,RMDVL,Send,6,Glutamate
URYDL,SMDDL,Send,1,Glutamate
URYDL,SMDDR,Send,1,Glutamate
URYDR,AVAR,GapJunction,1,Generic_GJ
URYDR,AVEL,Send,2,Glutamate
URYDR,AVER,Send,2,Glutamate
URYDR,RIBR,Send,1,Glutamate
URYDR,RIGR,GapJunction,1,Generic_GJ
URYDR,RMDDL,Send,3,Glutamate
URYDR,RMDVR,Send,5,Glutamate
URYDR,SMDDL,Send,4,Glutamate
URYVL,AVAR,GapJunction,1,Generic_GJ
URYVL,AVBR,Send,1,Glutamate
URYVL,AVER,Send,5,Glutamate
URYVL,IL1VL,Send,1,Glutamate
URYVL,RIAL,Send,1,Glutamate
URYVL,RIBL,Send,2,Glutamate
URYVL,RIGL,GapJunction,1,Generic_GJ
URYVL,RIH,Send,1,Glutamate
URYVL,RIS,Send,1,Glutamate
URYVL,RMDDL,Send,4,Glutamate
URYVL,RMDVR,Send,2,Glutamate
URYVL,SIBVR,Send,1,Glutamate
URYVL,SMDVR,Send,4,Glutamate
URYVR,AVAL,GapJunction,1,Generic_GJ
URYVR,AVAL,Send,1,Glutamate
URYVR,AVEL,Send,6,Glutamate
URYVR,IL1VR,Send,1,Glutamate
URYVR,RIAR,Send,1,Glutamate
URYVR,RIBR,Send,1,Glutamate
URYVR,RIGR,GapJunction,1,Generic_GJ
URYVR,RMDDR,Send,6,Glutamate
URYVR,RMDVL,Send,4,Glutamate
URYVR,SIBDR,Send,1,Glutamate
URYVR,SIBVL,Send,1,Glutamate
URYVR,SMDVL,Send,3,Glutamate
VA1,AVAL,GapJunction,3,Generic_GJ
VA1,DA2,GapJunction,2,Generic_GJ
VA1,DD1,Send,9,Acetylcholine
VA1,VD1,Send,2,Acetylcholine
VA10,AVAL,GapJunction,1,Generic_GJ
VA10,AVAR,GapJunction,1,Generic_GJ
VA11,AVAL,GapJunction,1,Generic_GJ
VA11,AVAR,GapJunction,7,Generic_GJ
VA11,DD6,Send,10,Acetylcholine
VA11,PVNR,Send,2,Acetylcholine
VA11,VB10,Send,1,Acetylcholine
VA11,VD12,Send,4,Acetylcholine
VA12,AS11,Send,2,Acetylcholine
VA12,AVAR,GapJunction,1,Generic_GJ
VA12,DA8,Send,3,Acetylcholine
VA12,DA9,Send,5,Acetylcholine
VA12,DB7,Send,4,Acetylcholine
VA12,DD6,Send,2,Acetylcholine
VA12,LUAL,Send,2,Acetylcholine
VA12,PHCL,GapJunction,1,Generic_GJ
VA12,PHCR,GapJunction,1,Generic_GJ
VA12,PVCL,Send,2,Acetylcholine
VA12,PVCR,Send,3,Acetylcholine
VA12,VA11,Send,1,Acetylcholine
VA12,VB11,GapJunction,1,Generic_GJ
VA12,VD12,Send,3,Acetylcholine
VA12,VD13,Send,11,Acetylcholine
VA2,AVAL,Send,1,Acetylcholine
VA2,AVAL,GapJunction,4,Generic_GJ
VA2,DD1,Send,13,Acetylcholine
VA2,SABD,GapJunction,3,Generic_GJ
VA2,VA3,Send,2,Acetylcholine
VA2,VB1,Send,2,Acetylcholine
VA2,VD1,GapJunction,1,Generic_GJ
VA2,VD1,Send,2,Acetylcholine
VA2,VD2,GapJunction,3,Generic_GJ
VA2,VD2,Send,8,Acetylcholine
VA3,AS1,GapJunction,1,Generic_GJ
VA3,AVAL,GapJunction,1,Generic_GJ
VA3,AVAR,GapJunction,2,Generic_GJ
VA3,DD1,Send,18,Acetylcholine
VA3,DD2,Send,11,Acetylcholine
VA3,SABD,GapJunction,2,Generic_GJ
VA3,VA4,Send,1,Acetylcholine
VA3,VD2,Send,3,Acetylcholine
VA3,VD3,Send,3,Acetylcholine
VA4,AS2,GapJunction,2,Generic_GJ
VA4,AVAL,GapJunction,1,Generic_GJ
VA4,AVAR,GapJunction,3,Generic_GJ
VA4,AVDL,Send,1,Acetylcholine
VA4,DA5,GapJunction,1,Generic_GJ
VA4,DD2,Send,21,Acetylcholine
VA4,SABD,GapJunction,1,Generic_GJ
VA4,VB3,Send,2,Acetylcholine
VA4,VD4,Send,3,Acetylcholine
VA5,AS3,GapJunction,2,Generic_GJ
VA5,AVAL,GapJunction,5,Generic_GJ
VA5,AVAR,GapJunction,3,Generic_GJ
VA5,DA5,GapJunction,2,Generic_GJ
VA5,DD2,Send,5,Acetylcholine
VA5,DD3,Send,13,Acetylcholine
VA5,VD5,Send,2,Acetylcholine
VA6,AVAL,GapJunction,6,Generic_GJ
VA6,AVAR,GapJunction,2,Generic_GJ
VA6,DD3,Send,24,Acetylcholine
VA6,VB5,Send,2,Acetylcholine
VA6,VD5,Send,1,Acetylcholine
VA6,VD6,Send,2,Acetylcholine
VA7,AS5,GapJunction,1,Generic_GJ
VA7,AVAL,GapJunction,2,Generic_GJ
VA7,AVAR,GapJunction,4,Generic_GJ
VA7,DD3,Send,3,Acetylcholine
VA7,DD4,Send,12,Acetylcholine
VA7,VB3,GapJunction,1,Generic_GJ
VA7,VD7,Send,9,Acetylcholine
VA8,AS6,GapJunction,1,Generic_GJ
VA8,AVAL,GapJunction,10,Generic_GJ
VA8,AVAR,GapJunction,4,Generic_GJ
VA8,AVBR,GapJunction,1,Generic_GJ
VA8,DD4,Send,21,Acetylcholine
VA8,PDER,GapJunction,1,Generic_GJ
VA8,PVCR,GapJunction,2,Generic_GJ
VA8,VA8,GapJunction,1,Generic_GJ
VA8,VA9,Send,1,Acetylcholine
VA8,VB6,Send,1,Acetylcholine
VA8,VB8,Send,1,Acetylcholine
VA8,VB8,GapJunction,3,Generic_GJ
VA8,VB9,GapJunction,3,Generic_GJ
VA8,VD7,Send,5,Acetylcholine
VA8,VD8,GapJunction,1,Generic_GJ
VA8,VD8,Send,5,Acetylcholine
VA9,AVAL,GapJunction,1,Generic_GJ
VA9,AVBR,GapJunction,1,Generic_GJ
VA9,DD4,Send,3,Acetylcholine
VA9,DD5,Send,15,Acetylcholine
VA9,DVB,GapJunction,1,Generic_GJ
VA9,DVC,GapJunction,1,Generic_GJ
VA9,PVCR,GapJunction,1,Generic_GJ
VA9,PVT,Send,1,Acetylcholine
VA9,VB8,GapJunction,1,Generic_GJ
VA9,VB8,Send,6,Acetylcholine
VA9,VB9,GapJunction,4,Generic_GJ
VA9,VD7,GapJunction,1,Generic_GJ
VA9,VD9,Send,10,Acetylcholine
VB1,AIBR,Send,1,Acetylcholine
VB1,AVBL,GapJunction,1,Generic_GJ
VB1,AVKL,GapJunction,4,Generic_GJ
VB1,DB2,GapJunction,2,Generic_GJ
VB1,DD1,Send,1,Acetylcholine
VB1,DVA,Send,1,Acetylcholine
VB1,RIML,Send,2,Acetylcholine
VB1,RMFL,Send,2,Acetylcholine
VB1,SAADL,Send,9,Acetylcholine
VB1,SAADR,Send,2,Acetylcholine
VB1,SABD,Send,1,Acetylcholine
VB1,SMDVR,GapJunction,1,Generic_GJ
VB1,VA1,Send,3,Acetylcholine
VB1,VA3,Send,1,Acetylcholine
VB1,VB2,GapJunction,4,Generic_GJ
VB1,VD1,Send,3,Acetylcholine
VB1,VD2,Send,1,Acetylcholine
VB10,AVBL,GapJunction,2,Generic_GJ
VB10,AVBR,GapJunction,1,Generic_GJ
VB10,AVKL,GapJunction,1,Generic_GJ
VB10,DD6,Send,9,Acetylcholine
VB10,PVCL,GapJunction,1,Generic_GJ
VB10,PVT,Send,1,Acetylcholine
VB10,VD11,Send,1,Acetylcholine
VB10,VD12,Send,2,Acetylcholine
VB11,AVBL,GapJunction,2,Generic_GJ
VB11,AVBR,GapJunction,1,Generic_GJ
VB11,DD6,Send,7,Acetylcholine
VB11,PVCR,Send,1,Acetylcholine
VB11,VA12,GapJunction,1,Generic_GJ
VB11,VA12,Send,1,Acetylcholine
VB2,AVBL,GapJunction,3,Generic_GJ
VB2,AVBR,GapJunction,1,Generic_GJ
VB2,DB4,GapJunction,1,Generic_GJ
VB2,DD1,Send,20,Acetylcholine
VB2,DD2,Send,1,Acetylcholine
VB2,RIGL,GapJunction,1,Generic_GJ
VB2,VA2,Send,1,Acetylcholine
VB2,VB1,GapJunction,4,Generic_GJ
VB2,VB3,GapJunction,1,Generic_GJ
VB2,VB5,GapJunction,1,Generic_GJ
VB2,VB7,GapJunction,2,Generic_GJ
VB2,VC2,Send,1,Acetylcholine
VB2,VD2,Send,9,Acetylcholine
VB2,VD3,Send,3,Acetylcholine
VB3,AVBR,GapJunction,1,Generic_GJ
VB3,DB1,GapJunction,1,Generic_GJ
VB3,DD2,Send,37,Acetylcholine
VB3,VA4,Send,1,Acetylcholine
VB3,VA7,GapJunction,1,Generic_GJ
VB3,VB2,GapJunction,1,Generic_GJ
VB4,AVBL,GapJunction,1,Generic_GJ
VB4,AVBR,GapJunction,1,Generic_GJ
VB4,DB1,GapJunction,1,Generic_GJ
VB4,DB4,GapJunction,1,Generic_GJ
VB4,DD2,Send,6,Acetylcholine
VB4,DD3,Send,16,Acetylcholine
VB4,VB5,GapJunction,1,Generic_GJ
VB5,AVBL,GapJunction,1,Generic_GJ
VB5,DD3,Send,27,Acetylcholine
VB5,VB2,GapJunction,1,Generic_GJ
VB5,VB4,GapJunction,1,Generic_GJ
VB5,VB6,GapJunction,1,Generic_GJ
VB5,VD6,Send,7,Acetylcholine
VB6,AVBL,GapJunction,1,Generic_GJ
VB6,AVBR,GapJunction,2,Generic_GJ
VB6,DA4,GapJunction,1,Generic_GJ
VB6,DD4,Send,30,Acetylcholine
VB6,VA8,Send,1,Acetylcholine
VB6,VB5,GapJunction,1,Generic_GJ
VB6,VB7,Send,1,Acetylcholine
VB6,VD6,Send,1,Acetylcholine
VB6,VD7,Send,8,Acetylcholine
VB7,AVBL,GapJunction,2,Generic_GJ
VB7,AVBR,GapJunction,2,Generic_GJ
VB7,DD4,Send,2,Acetylcholine
VB7,VB2,GapJunction,2,Generic_GJ
VB8,AVBL,GapJunction,7,Generic_GJ
VB8,AVBR,GapJunction,3,Generic_GJ
VB8,DD5,Send,30,Acetylcholine
VB8,VA8,GapJunction,3,Generic_GJ
VB8,VA9,GapJunction,1,Generic_GJ
VB8,VA9,Send,9,Acetylcholine
VB8,VB9,Send,3,Acetylcholine
VB8,VB9,GapJunction,3,Generic_GJ
VB8,VD10,Send,1,Acetylcholine
VB8,VD9,Send,10,Acetylcholine
VB9,AVAL,GapJunction,5,Generic_GJ
VB9,AVAR,GapJunction,4,Generic_GJ
VB9,AVBL,GapJunction,1,Generic_GJ
VB9,AVBR,GapJunction,6,Generic_GJ
VB9,DD5,Send,8,Acetylcholine
VB9,DVB,GapJunction,1,Generic_GJ
VB9,PVCL,GapJunction,2,Generic_GJ
VB9,VA8,GapJunction,3,Generic_GJ
VB9,VA9,GapJunction,4,Generic_GJ
VB9,VB8,Send,1,Acetylcholine
VB9,VB8,GapJunction,3,Generic_GJ
VB9,VD10,Send,5,Acetylcholine
VC1,AVL,Send,2,Serotonin_Acetylcholine
VC1,DD1,Send,7,Serotonin_Acetylcholine
VC1,DD2,Send,6,Serotonin_Acetylcholine
VC1,DD3,Send,6,Serotonin_Acetylcholine
VC1,DVC,Send,1,Serotonin_Acetylcholine
VC1,PVT,Send,2,Serotonin_Acetylcholine
VC1,VC2,Send,3,Serotonin_Acetylcholine
VC1,VC2,GapJunction,6,Generic_GJ
VC1,VC3,Send,1,Serotonin_Acetylcholine
VC1,VC3,GapJunction,2,Generic_GJ
VC1,VD1,GapJunction,1,Generic_GJ
